,App Name,Category,Sub Category,Rating,Reviews,Installs,Price,Content Rating,Last Updated
84301,Do Not Disturb - A Game for Real Pranksters!,GAME,EDUCATIONAL,4.162261963,81011.0,"5,000,000+",0,Everyone,26-Jan-19
84308,Prince Of Math,GAME,PUZZLE,5,14.0,100+,0,Everyone,18-Aug-17
84313,Domino Puzzle,GAME,PUZZLE,3.686131477,137.0,"50,000+",0,Everyone,4-Aug-18
84334,Baby Panda's Body Adventure,GAME,EDUCATIONAL,4.286428928,4598.0,"1,000,000+",0,Everyone,14-Mar-19
84335,Little Panda's Jewel Quest,GAME,EDUCATIONAL,4.256357193,5781.0,"1,000,000+",0,Everyone,21-Mar-19
84336,Thousand (1000) online,GAME,CARD,3.952015162,8982.0,"500,000+",0,Teen,28-Feb-19
84356,Crash Wheels 3D,GAME,ADVENTURE,3.858490467,424.0,"100,000+",0,Everyone 10+,19-Mar-19
84424,Snake Hunger,GAME,CASUAL,4.030769348,325.0,"10,000+",0,Everyone,29-Oct-14
84425,Tickr - Clocks Game,GAME,CASUAL,4.785714149,56.0,100+,0,Everyone,18-Feb-16
84428,Dance Clash: Ballet vs Hip Hop,GAME,CASUAL,4.491073132,269465.0,"10,000,000+",0,Everyone,1-Aug-18
84429,Rhythmic Gymnastics Dream Team: Girls Dance,GAME,ROLE_PLAYING,4.424412727,26724.0,"1,000,000+",0,Everyone,7-Aug-18
84431,Diamond Puzzle?Explore mystery,GAME,CASUAL,4.529914379,819.0,"50,000+",0,Everyone,27-Mar-19
84437,Sudoku Solver,GAME,PUZZLE,4.383647919,318.0,"50,000+",0,Everyone,29-Sep-18
84438,Head & Tail Words Game,GAME,WORD,4.949999809,20.0,500+,0,Everyone,6-Mar-19
84439,??? ??? - ?? ?? ?????!,GAME,TRIVIA,4.004384995,10947.0,"500,000+",0,Everyone,1-Mar-19
84452,Princess Coloring Book for Kids & Girls ??,GAME,CASUAL,4.260135174,888.0,"500,000+",0,Everyone,13-Feb-19
84481,Amazing Wheel� UK-Word&Phrase,GAME,WORD,3.573248386,157.0,"10,000+",0,Everyone,2-Nov-16
84488,Flippy Cat,GAME,ARCADE,4.145833492,48.0,"1,000+",0,Everyone,7-Feb-18
84504,Checkers,GAME,BOARD,4.497354507,378.0,"10,000+",$1.99 ,Everyone,17-Aug-18
84539,Pastimes,GAME,WORD,4.465547562,17517.0,"1,000,000+",0,Everyone,27-Dec-18
84555,Calculightning 1 - Maths,GAME,EDUCATIONAL,3.029411793,102.0,"10,000+",$4.99 ,Everyone,18-Dec-18
84556,ABC der Tiere 1,GAME,EDUCATIONAL,3.958333254,24.0,"1,000+",$11.99 ,Everyone,4-Aug-16
84558,Lesen lernen 2 mit Zebra,GAME,EDUCATIONAL,5,3.0,"1,000+",$4.99 ,Everyone,1-Jun-18
84578,Beauty Salon - Back-to-School,GAME,ROLE_PLAYING,4.116984367,29568.0,"1,000,000+",0,Teen,12-Feb-19
84579,Princess Makeover: Girls Games,GAME,ROLE_PLAYING,3.741412401,46870.0,"5,000,000+",0,Teen,13-Nov-18
84583,Mahjong Solitaire Animal 2,GAME,BOARD,4.310173512,1209.0,"100,000+",0,Everyone,26-Mar-19
84584,Matching Animal,GAME,BOARD,4.666666508,42.0,"10,000+",0,Everyone,31-Oct-18
84585,Lines 98 Candy,GAME,PUZZLE,3.988095284,168.0,"10,000+",0,Everyone,31-Oct-18
84586,Mahjong Solitaire Animal,GAME,BOARD,4.174335003,5151.0,"500,000+",0,Everyone,27-Mar-19
84587,Solitaire,GAME,CARD,4.014563084,206.0,"50,000+",0,Everyone,31-Oct-18
84714,ColorIQ - Eye Test,GAME,EDUCATIONAL,4.400000095,5.0,500+,0,Everyone,11-Mar-18
84726,Couple Baby Shower,GAME,CASUAL,4.232142925,560.0,"100,000+",0,Everyone,24-Jul-18
84728,A Pretty Girl Next Door:Neighbour Love Affair Game,GAME,CASUAL,4.15129137,542.0,"50,000+",0,Everyone,20-Jul-18
84729,My First Love Kiss Story - Cute Love Affair Game,GAME,CASUAL,3.995726585,702.0,"100,000+",0,Everyone 10+,11-Jul-18
84851,Merge All,GAME,SIMULATION,4.75646019,26895.0,"1,000,000+",0,Everyone,3-Apr-19
84863,Hunters Gate,GAME,ACTION,4.419753075,162.0,"10,000+",$5.99 ,Everyone 10+,13-Mar-18
84865,Patch Tarot,GAME,CARD,4.802197933,91.0,"1,000+",$2.99 ,Teen,7-Feb-19
84897,The Master of the Bible (English),GAME,TRIVIA,4.098634243,1318.0,"100,000+",0,Everyone,24-Jul-15
84898,El Master de la Biblia Trivia,GAME,TRIVIA,4.640593052,27039.0,"500,000+",0,Everyone,24-Dec-18
84903,Bongo Checkers,GAME,BOARD,5,4.0,"1,000+",0,Everyone,31-Dec-18
84913,?????????? ?????? - ??????,GAME,PUZZLE,4.430949688,4265.0,"500,000+",0,Everyone,18-Sep-18
84914,?????? ??????!,GAME,TRIVIA,4.70570755,1682.0,"10,000+",$0.99 ,Everyone,17-Dec-18
84958,?????,GAME,ADVENTURE,4.470551014,3175.0,"100,000+",0,Everyone,15-Nov-18
84961,Brain Game Play,GAME,PUZZLE,4.550000191,20.0,"1,000+",0,Everyone,5-Dec-18
84977,Jade Autism,GAME,EDUCATIONAL,4.555555344,72.0,"10,000+",0,Everyone,15-Dec-18
85056,Dra?� kuchyn?,GAME,CASUAL,4.313894272,4527.0,"100,000+",0,Everyone,15-Apr-15
85079,English Guess The Phrase,GAME,WORD,4.256998539,4358.0,"1,000,000+",0,Everyone,22-Feb-19
85080,1 Crossword - Free Word Game,GAME,WORD,4.52811718,409.0,"50,000+",0,Everyone,6-Jun-18
85081,Just 2 Pics,GAME,WORD,4.473248482,59567.0,"1,000,000+",0,Everyone,24-Apr-18
85089,Bidhi Bidhan In Odia,GAME,EDUCATIONAL,4.099999905,20.0,"5,000+",0,Everyone,18-Oct-18
85105,Armor: Hit the Circle,GAME,ARCADE,3.941176414,17.0,"1,000+",0,Everyone,27-Jul-18
85106,Fireworks Prime,GAME,CASUAL,4.333333492,18.0,"1,000+",0,Everyone,13-Apr-18
85107,MagicMarker Glow Prime,GAME,CASUAL,4.333333492,24.0,"10,000+",0,Everyone,10-Apr-18
85108,Magic Slate Prime,GAME,EDUCATIONAL,4.222712994,1585.0,"1,000,000+",0,Everyone,5-Dec-18
85109,Colorbit : Simple Addictive Puzzle Game,GAME,PUZZLE,5,19.0,"1,000+",0,Everyone,13-Oct-18
85135,Candies 'n Curses,GAME,ARCADE,4.509503841,8628.0,"500,000+",0,Everyone 10+,7-Mar-19
85136,Juicy World,GAME,PUZZLE,3.974789858,119.0,"10,000+",0,Everyone,28-Mar-19
85139,A-2481,GAME,ADVENTURE,4.167228699,1483.0,"100,000+",$0.99 ,Teen,29-Sep-14
85140,Pocket RPG,GAME,ARCADE,4.293793678,1998.0,"50,000+",$0.99 ,Everyone 10+,10-Jan-14
85165,Ninja Dash Run - New Games 2019,GAME,ARCADE,4.654866219,28163.0,"1,000,000+",0,Everyone 10+,1-Apr-19
85166,X-Runner,GAME,ADVENTURE,4.186077595,41257.0,"5,000,000+",0,Everyone,11-Aug-16
85336,Real Fidget Spinner,GAME,CASUAL,4.555629253,1510.0,"100,000+",0,Everyone,14-Jul-17
85350,???????????????????????,GAME,SIMULATION,4.417910576,134.0,"1,000+",0,Teen,19-Mar-19
85351,BEAST Darling!?????????????,GAME,SIMULATION,4.39232254,1537.0,"50,000+",0,Teen,16-Jun-17
85359,Winter Blossom Blitz,GAME,PUZZLE,4.492251396,3291.0,"100,000+",0,Everyone,16-Nov-17
85366,Bridge Constructor Stunts,GAME,SIMULATION,4.147817135,1901.0,"50,000+",$1.99 ,Everyone,9-Feb-16
85402,Monogolf,GAME,ARCADE,4.119030952,14282.0,"1,000,000+",0,Everyone,10-Dec-18
85413,Sudoku Classic,GAME,PUZZLE,4.55851078,188.0,"10,000+",0,Everyone,21-Nov-18
85435,Weapons of Heroes. Museum 3D,GAME,SIMULATION,4.344943047,11370.0,"1,000,000+",0,Everyone,7-Feb-18
85436,Weapons of Heroes Premium,GAME,SIMULATION,4.199999809,10.0,100+,$1.99 ,Everyone,7-Feb-18
85470,Rhythm and Bears,GAME,MUSIC,4.544202805,23969.0,"1,000,000+",0,Everyone,18-Feb-19
85471,My Best Friend Bucky,GAME,ROLE_PLAYING,4.49088192,16780.0,"1,000,000+",0,Everyone,20-Dec-17
85472,Be-be-bears,GAME,EDUCATIONAL,4.234694004,98.0,"1,000+",$2.99 ,Everyone,9-Aug-18
85486,My New Baby 2 - Twins!,GAME,EDUCATIONAL,4.152807236,39913.0,"1,000,000+",0,Everyone,2-Jun-16
85496,Drinkopoly  ?? Drinking Games for 2 and more ??,GAME,BOARD,4.211206913,464.0,"10,000+",0,Mature 17+,22-Mar-19
85503,Army Chess,GAME,BOARD,3.599999905,5.0,500+,0,Everyone,7-Nov-18
85522,Blood Runs Cold,GAME,PUZZLE,4.057056904,999.0,"100,000+",0,Mature 17+,11-Dec-17
85528,Red Ball Out,GAME,PUZZLE,3.857142925,77.0,"10,000+",0,Everyone,16-May-18
85565,NFL 2019: Football League Manager,GAME,SPORTS,3.676706791,1494.0,"100,000+",0,Everyone,28-Mar-19
85566,PRO Soccer Cup 2019 Manager,GAME,SPORTS,3.901847601,88281.0,"5,000,000+",0,Everyone,20-Mar-19
85568,Elio e i cacciamostri,GAME,EDUCATIONAL,3.845070362,71.0,"1,000+",0,Everyone,17-Sep-18
85569,Meet the Alphablocks!,GAME,EDUCATIONAL,4.305882454,170.0,"100,000+",0,Everyone,16-Jan-19
85570,Numberblocks - Hide and Seek,GAME,EDUCATIONAL,2.978260756,46.0,"1,000+",$3.99 ,Everyone,7-Mar-19
85590,Tap Tap Fist VIP,GAME,SIMULATION,4.577401638,3133.0,"100,000+",$2.49 ,Teen,3-Jan-19
85605,Bubble Shooter 2019,GAME,CASUAL,3.5,16.0,"5,000+",0,Everyone,10-Dec-16
85632,Halloween Monster Scratch & Color for toddlers,GAME,CASUAL,3.544687986,593.0,"100,000+",0,Everyone,23-Jul-18
85648,Interns: Match 3,GAME,PUZZLE,4.69747591,22818.0,"500,000+",0,Everyone,2-Mar-19
85673,Arithmetic Challenge,GAME,PUZZLE,4.5,2.0,500+,0,Everyone,3-Jul-17
85674,Millionaire 2019 - Trivia Quiz,GAME,TRIVIA,4.178368092,527.0,"100,000+",0,Everyone,8-Mar-19
85676,Tower of Hanoi Puzzle,GAME,PUZZLE,5,4.0,100+,0,Everyone,23-Aug-18
85694,??????? HUGA Slots-???????(???????),GAME,CASINO,4.704999447,39644.0,"100,000+",0,Teen,21-Feb-19
85714,Honey Bee Fun,GAME,ADVENTURE,5,1.0,10+,0,Everyone,15-Dec-18
85748,Hexa Wood Block Puzzle,GAME,PUZZLE,3,1.0,"1,000+",0,Everyone,26-May-18
85754,Sokobang Push Box,GAME,PUZZLE,3,2.0,500+,0,Everyone,20-Nov-18
85755,Arkadroid Brick Breaker,GAME,ARCADE,3.809859037,284.0,"100,000+",0,Everyone,1-Apr-17
85756,Snake Classic,GAME,ARCADE,3.516129017,31.0,"1,000+",0,Everyone,2-Mar-17
85757,Sokoban Original & Extra: Free,GAME,PUZZLE,4.538670063,2211.0,"100,000+",0,Everyone,6-Jul-17
85758,Soko Dungeon,GAME,PUZZLE,4.25,8.0,500+,0,Everyone,24-Sep-18
85777,Sueca,GAME,CARD,3.939393997,99.0,"10,000+",0,Everyone,31-Oct-18
85778,Hard Riddle Hints,GAME,PUZZLE,3.515151501,99.0,"10,000+",0,Everyone,17-Jun-14
85779,Sudoku!,GAME,PUZZLE,3.943181753,176.0,"10,000+",0,Everyone,17-Jun-14
85804,Harbor World,GAME,SIMULATION,3.534843206,1148.0,"100,000+",0,Everyone,12-May-16
85806,Animal Paradise,GAME,EDUCATIONAL,4.093066216,6490.0,"1,000,000+",0,Everyone,15-Mar-19
85839,Life Simulator 2,GAME,SIMULATION,3.551181078,635.0,"100,000+",0,Teen,26-Mar-19
85877,Dragon's Lair 2: Time Warp,GAME,ADVENTURE,3.989293337,467.0,"5,000+",$4.99 ,Everyone 10+,13-Sep-17
85878,Arkanoid vs Space Invaders,GAME,ARCADE,4.712500095,400.0,"5,000+",$4.99 ,Everyone,30-May-17
85879,Get Off My Lawn!,GAME,ARCADE,4.023030281,825.0,"10,000+",0,Everyone 10+,10-Nov-14
85889,Spaceman Adventure,GAME,ARCADE,3,2.0,10+,0,Everyone,15-Oct-18
85915,Crorepati Quiz 2018 in Hindi,GAME,TRIVIA,4.333333492,123.0,"50,000+",0,Everyone,10-Feb-19
85921,Deal Ek Crore Ki,GAME,TRIVIA,3.857142925,7.0,500+,0,Everyone,10-Feb-19
85937,Idle Knife - Simulation&Weapon Evolution,GAME,CASUAL,4.652702332,34708.0,"1,000,000+",0,Everyone,27-Mar-19
85938,"Solitaire - Beautiful themes, funny CardGame",GAME,CARD,4.867750168,5414.0,"100,000+",0,Teen,27-Mar-19
86000,Anatomy Ninja Lower Limb,GAME,EDUCATIONAL,4.516994476,1118.0,"100,000+",0,Everyone,16-Jan-17
86043,???? ???? - ???? ???? ?????,GAME,WORD,4.608426094,19202.0,"100,000+",0,Everyone,13-Mar-19
86067,Match 3 Fantasy Quest: Hero Story,GAME,BOARD,4.517073154,205.0,"10,000+",0,Everyone,19-Mar-19
86097,Speed Typer,GAME,WORD,3.75,4.0,100+,0,Everyone,8-Mar-17
86104,Pong (Open source),GAME,ARCADE,4.363636494,176.0,"5,000+",0,Everyone,10-May-15
86147,Defragger,GAME,ARCADE,2.857142925,189.0,"10,000+",0,Everyone,18-May-17
86158,Ice Cream Frozen,GAME,PUZZLE,3.964912176,57.0,"10,000+",0,Everyone,26-Aug-16
86159,Gems Super Legend,GAME,PUZZLE,3.976271152,295.0,"50,000+",0,Everyone,22-Aug-16
86160,Diamond Swap Blast,GAME,CASUAL,4.15879631,2160.0,"500,000+",0,Everyone,16-Jun-17
86161,jewel & jewels,GAME,CASUAL,4.145057678,1558.0,"100,000+",0,Everyone,3-Feb-17
86162,Jewels 2019,GAME,PUZZLE,4.400000095,50.0,"5,000+",0,Everyone,31-Dec-18
86165,memory Game,GAME,PUZZLE,5,14.0,10+,0,Everyone,22-Sep-17
86167,??? ??? ???,GAME,PUZZLE,3.972602844,73.0,"5,000+",0,Everyone,9-Aug-18
86251,Find Differences 500+ Multyplayer,GAME,PUZZLE,2.5,2.0,500+,0,Everyone,25-Sep-18
86252,Tebak Kata Indonesia 2019,GAME,PUZZLE,1,1.0,100+,0,Everyone,12-Feb-19
86262,LOVE Liebesgedichte,GAME,CASUAL,3.954268217,328.0,"10,000+",0,Everyone,22-Jul-14
86290,2 Cars,GAME,ADVENTURE,4.034455299,78420.0,"1,000,000+",0,Everyone,26-Dec-14
86292,Guess The Word,GAME,WORD,4.071428776,14.0,"5,000+",0,Everyone,5-Nov-15
86300,Robo Defense,GAME,ARCADE,4.768258572,66531.0,"500,000+",$2.99 ,Everyone 10+,23-Aug-17
86312,Plug & Play,GAME,ADVENTURE,4.241206169,2587.0,"10,000+",$3.00 ,Teen,23-Apr-15
86322,SLAMMED!,GAME,ROLE_PLAYING,4.695915222,661.0,"5,000+",$5.99 ,Teen,19-Dec-18
86323,Gaydorado,GAME,ROLE_PLAYING,3.991232395,11862.0,"100,000+",0,Teen,20-Mar-19
86331,Letters From Nowhere�: A Hidden Object Mystery,GAME,CASUAL,4.216953278,117076.0,"1,000,000+",0,Everyone,3-Aug-17
86369,Drum Live: Real drum set drum kit music drum beat,GAME,MUSIC,4.292646885,1360.0,"100,000+",0,Everyone,18-Mar-19
86390,Crazy DNA - 2048,GAME,PUZZLE,4.207207203,111.0,"1,000+",0,Everyone,29-Mar-17
86392,Hops,GAME,ARCADE,4.5,4.0,100+,0,Everyone,3-Jun-17
86424,WhoisZombie(Ads),GAME,SIMULATION,4.167161465,1011.0,"100,000+",0,Everyone,17-Mar-19
86434,Dinosaur Sim,GAME,SIMULATION,4.242972374,12771.0,"1,000,000+",0,Everyone 10+,6-Dec-18
86435,Live or Die: Survival Pro,GAME,ADVENTURE,4.205113411,24016.0,"1,000,000+",$0.99 ,Teen,3-Apr-19
86447,Merge Dogs - Idle Clicker Tycoon,GAME,SIMULATION,4.881355762,59.0,"1,000+",0,Everyone,21-Jan-19
86448,DogHotel - My boarding kennel,GAME,SIMULATION,4.543859482,399.0,"5,000+",$9.99 ,Everyone,1-Feb-19
86495,E4U Memory Game Trial,GAME,EDUCATIONAL,5,7.0,10+,0,Everyone,10-Oct-18
86508,Puzzle of Kenken,GAME,PUZZLE,3.297872305,47.0,"10,000+",0,Everyone,12-Feb-18
86533,Truth or Dare Teens/Adults,GAME,CASUAL,3.886075974,79.0,"10,000+",0,Teen,27-May-17
86538,Steal the Loot,GAME,CASUAL,3.965517282,29.0,"1,000+",0,Everyone,30-Sep-18
86592,"Bury me, my Love",GAME,ADVENTURE,4.44402504,795.0,"10,000+",$2.99 ,Everyone 10+,10-Oct-18
86593,Earthlings Beware!,GAME,CASUAL,4.586776733,121.0,"1,000+",$1.99 ,Everyone 10+,14-Nov-18
86601,Z64,GAME,PUZZLE,3.791666746,24.0,"1,000+",0,Everyone,19-Feb-17
86627,Best Cryptic Crossword,GAME,WORD,4.569355011,620.0,"10,000+",0,Everyone,12-Nov-18
86632,Tower of Farming - idle RPG (Premium),GAME,ROLE_PLAYING,4.409691811,454.0,"10,000+",$0.99 ,Everyone 10+,11-Mar-19
86633,Devil Twins: VIP+,GAME,ROLE_PLAYING,4.217143059,175.0,"1,000+",0,Everyone 10+,26-Mar-19
86690,Zombie Ville - Apocalyptic City Survival Game 2018,GAME,ACTION,4.294117451,17.0,500+,0,Teen,23-Feb-18
86691,Grand Real Gangster Wars � San Andreas City 2018,GAME,ACTION,4.217391491,46.0,"10,000+",0,Teen,31-Dec-18
86693,Police Car Real Chase:Extreme City Cop Car driver,GAME,SIMULATION,4.375,16.0,"5,000+",0,Everyone,30-Nov-17
86694,Hadouken : The Revolution In Kungfu Street Fight !,GAME,ACTION,4.692307472,13.0,"1,000+",0,Everyone,8-Nov-17
86697,Hangman-English,GAME,WORD,4.066666603,15.0,"10,000+",0,Everyone,17-Oct-18
86729,Travelling Millionaire,GAME,BOARD,4.261899471,178393.0,"5,000,000+",0,Everyone,20-Mar-19
86730,??? ???????,GAME,ROLE_PLAYING,4.471012592,4019.0,"100,000+",0,Teen,30-Jan-19
86745,Tiny Firefighters - Seek & Find Activity Book,GAME,ROLE_PLAYING,3.982222319,225.0,"10,000+",$3.99 ,Everyone,28-Mar-14
86764,Sliding Puzzle Cartoon&Animals,GAME,PUZZLE,4.201764107,5442.0,"1,000,000+",0,Everyone,12-Oct-18
86766,Patterns and Sequences Puzzles,GAME,PUZZLE,4.538461685,13.0,"5,000+",0,Everyone,24-Jan-17
86790,Sky Shark - Retro Arcade Jump,GAME,ARCADE,4.199999809,20.0,"1,000+",0,Everyone,7-Jun-16
86816,Virtual Regatta Offshore,GAME,RACING,4.012273788,32182.0,"500,000+",0,Everyone,1-Apr-19
86817,Virtual Regatta Sailing School,GAME,RACING,3,2.0,50+,$0.99 ,Teen,14-Feb-19
86946,Learn Japanese with Bucha,GAME,EDUCATIONAL,4.766394615,7106.0,"100,000+",0,Everyone,11-Feb-19
86956,2048,GAME,PUZZLE,4.451528072,67307.0,"5,000,000+",0,Everyone,23-Feb-17
86972,Pipe Lines - Connect the pipes,GAME,PUZZLE,4.320451736,1682.0,"500,000+",0,Everyone,18-May-18
86973,Cooking Talent - Restaurant manager - Chef game,GAME,SIMULATION,4.305598259,2608.0,"100,000+",0,Everyone,26-Jul-18
87115,Ittle Dew,GAME,ADVENTURE,4.327586174,870.0,"5,000+",$1.99 ,Everyone 10+,21-Jan-19
87118,Stick Cricket,GAME,SPORTS,4.356685162,228633.0,"5,000,000+",0,Everyone,8-Feb-19
87134,Guess the word - 5 Clues,GAME,WORD,4.148342609,4766.0,"1,000,000+",0,Everyone,27-Feb-19
87135,Scratch and guess the animal,GAME,TRIVIA,4.136291027,8768.0,"1,000,000+",0,Everyone,1-Mar-19
87136,????? ?????????? - ???? ?? ???? - ?????? ????????,GAME,WORD,4.34509325,4025.0,"100,000+",0,Everyone,23-Mar-19
87137,"Riddles, Rebus Puzzles and Two Pics",GAME,WORD,4.123188496,138.0,"10,000+",0,Everyone,18-Sep-18
87138,Word Search - Word games for free,GAME,WORD,4.545226097,796.0,"50,000+",0,Everyone,25-Mar-19
87194,Chess Clock - Time your games,GAME,BOARD,4.63754034,1236.0,"100,000+",0,Everyone,31-Mar-19
87217,???? ???? 2018 wasla mix,GAME,PUZZLE,4.63237524,661.0,"10,000+",0,Everyone,9-Aug-17
87232,Quiz Royale,GAME,EDUCATIONAL,4.576922894,52.0,"5,000+",0,Everyone,23-Apr-18
87243,Balon Patlatmaca,GAME,EDUCATIONAL,4.272727489,11.0,"5,000+",0,Everyone,12-Apr-16
87289,ABC 123 Kids Games Free,GAME,EDUCATIONAL,4.311475277,61.0,"50,000+",0,Everyone,22-Dec-18
87290,Shooting Master 3D,GAME,ARCADE,4.257665634,5740.0,"5,000,000+",0,Everyone,29-Mar-19
87317,Supermodel Showdown,GAME,ROLE_PLAYING,4.074074268,27.0,"1,000+",0,Everyone 10+,14-Mar-19
87318,Family House - the ultimate dollhouse,GAME,SIMULATION,4.199512959,47245.0,"1,000,000+",0,Everyone,25-Oct-18
87323,Amazing Animals Jigsaw Puzzles,GAME,PUZZLE,3.983471155,242.0,"100,000+",0,Everyone,21-Jul-15
87324,Fun Farm Puzzle Games for Kids,GAME,PUZZLE,4.011834145,338.0,"50,000+",0,Everyone,6-Dec-14
87330,My Dream Fish Tank - Your Own Fish Aquarium,GAME,SIMULATION,4.256626606,830.0,"100,000+",0,Everyone,25-May-18
87347,Toca Boo,GAME,EDUCATIONAL,4.166666508,1896.0,"50,000+",$3.99 ,Everyone 10+,19-Sep-17
87413,Science vs Magic - 2 Player Games,GAME,CASUAL,4.062478542,32011.0,"1,000,000+",0,Everyone,30-Dec-18
87466,Airport Madness 3D: Volume 2,GAME,ADVENTURE,4.053162098,8728.0,"500,000+",0,Everyone,22-Mar-19
87467,Airport Madness 1,GAME,ADVENTURE,3.777777672,9.0,500+,$1.49 ,Everyone,21-Mar-15
87468,Airport Madness 3D,GAME,ADVENTURE,4.194194794,13677.0,"1,000,000+",0,Everyone,22-Mar-19
87469,Airport Madness 3D Full,GAME,ADVENTURE,4.534883499,86.0,"1,000+",$6.99 ,Everyone,18-Mar-19
87470,Airport Madness: World Edition,GAME,ADVENTURE,4.342948914,312.0,"5,000+",$6.99 ,Everyone,22-Jun-16
87500,Puzzle Box - Classic Puzzles All in One,GAME,PUZZLE,4.764914036,21473.0,"1,000,000+",0,Everyone,1-Apr-19
87505,Oh!Edo Towns,GAME,CASUAL,4.400772095,2590.0,"50,000+",$4.99 ,Everyone,15-Nov-16
87525,TRAIL CLIMB,GAME,RACING,3.275861979,812.0,"10,000+",$0.99 ,Everyone,19-Mar-19
87536,Panic Brick - Addictive Jump,GAME,ARCADE,3.666666746,3.0,100+,0,Everyone,26-Sep-18
87538,Sweet Candy Cookie 2019,GAME,CASUAL,3.918032885,61.0,"10,000+",0,Everyone,27-Nov-18
87576,Hurtle Turtle - Platform Game,GAME,ACTION,4.818181992,11.0,500+,0,Everyone,5-Jun-16
87584,areA Calc for Kids,GAME,TRIVIA,4.5,8.0,100+,0,Everyone,9-Feb-17
87616,Mathematics. Math Games,GAME,EDUCATIONAL,4.463414669,82.0,"10,000+",0,Everyone,26-Oct-18
87617,Snake: Origin of slither,GAME,ARCADE,4.071428776,28.0,"10,000+",0,Everyone,13-Jun-18
87672,Fidget Spinner Free,GAME,SIMULATION,3,2.0,50+,0,Everyone,29-Jul-17
87689,???? ??? : ?? ???,GAME,SIMULATION,4.444444656,171.0,"10,000+",0,Teen,14-Jun-18
87690,???? ???,GAME,ROLE_PLAYING,4.695053577,4650.0,"100,000+",0,Everyone,22-Mar-19
87717,Jurassic Life: T Rex Simulator,GAME,SIMULATION,4.179999828,1100.0,"10,000+",$0.99 ,Everyone 10+,19-Aug-14
87750,Gems & Magic adventure puzzle,GAME,PUZZLE,4.511933804,5321.0,"500,000+",0,Teen,12-Mar-19
87751,Island Blast,GAME,CASUAL,4.560747623,535.0,"50,000+",0,Everyone,27-Nov-18
87752,Blast Action,GAME,ACTION,4.572000027,500.0,"50,000+",0,Everyone,29-Nov-18
87806,Wonder Zoo - Animal rescue !,GAME,CASUAL,4.351426125,610703.0,"10,000,000+",0,Everyone,12-Dec-18
87823,Pink Piano vs Tiles 3: Free Music Game,GAME,MUSIC,4.167495728,603.0,"100,000+",0,Everyone,9-Jan-19
87844,?????,GAME,PUZZLE,4.333333492,6.0,100+,0,Everyone,30-Nov-18
87846,Penalty Game,GAME,TRIVIA,3.537688494,199.0,"10,000+",0,Everyone,16-Oct-16
87847,Jokes for laugh!,GAME,CASUAL,3.972189188,9241.0,"500,000+",0,Everyone,12-Jan-17
87907,Caillou Check Up - Doctor,GAME,EDUCATIONAL,3.540186644,26887.0,"5,000,000+",0,Everyone,24-Jan-18
87923,Spider Solitaire,GAME,CARD,4.046885967,2858.0,"500,000+",0,Everyone,24-Jul-18
87927,Make Square: Same Color,GAME,PUZZLE,4.5,104.0,"10,000+",0,Everyone,24-Jan-19
87961,Christmas Memory,GAME,CASUAL,4.153846264,13.0,"1,000+",0,Everyone,19-Jan-19
87966,Woody Puzzle Block,GAME,PUZZLE,4.693088531,12515.0,"1,000,000+",0,Everyone,3-Jan-19
88027,Color Puzzle,GAME,PUZZLE,4.380952358,21.0,"1,000+",0,Everyone,14-Oct-18
88060,Tappi Tile,GAME,ARCADE,5,7.0,10+,0,Everyone,29-Apr-17
88073,Cubie Adventure,GAME,ARCADE,4.62951231,7895.0,"100,000+",0,Everyone,20-Dec-17
88093,"Snake Off - More Play,More Fun",GAME,ACTION,4.635617256,102922.0,"1,000,000+",0,Everyone,12-Oct-18
88114,Warframe,GAME,ACTION,4.015172482,28604.0,"1,000,000+",0,Everyone,2-Apr-19
88133,????!!????,GAME,ACTION,4.473430157,207.0,"10,000+",0,Everyone,14-Sep-16
88145,Carrom Clash,GAME,SPORTS,4.2414608,2957.0,"1,000,000+",0,Everyone,28-Mar-19
88202,Flappy Mondialu,GAME,ARCADE,4.5,8.0,100+,0,Everyone,9-Jan-18
88268,Jungle Hill Racing,GAME,CASUAL,4.386786938,1665.0,"1,000,000+",0,Everyone,21-Oct-18
88302,Mindustry,GAME,ACTION,4.609021187,9888.0,"500,000+",0,Everyone 10+,5-Jan-19
88325,Guess The Reptile,GAME,TRIVIA,3.428571463,7.0,100+,0,Everyone,2-Sep-16
88351,Portal-Jump,GAME,ARCADE,4.25,8.0,100+,0,Everyone,11-Jun-18
88352,Mental Asylum Lite,GAME,ADVENTURE,4.209302425,43.0,"1,000+",0,Teen,10-Jan-19
88367,Girl Squad - BFF in Style,GAME,ROLE_PLAYING,4.275230885,83726.0,"5,000,000+",0,Everyone,25-Jul-18
88371,Khmer Letter Drop,GAME,PUZZLE,4.166666508,12.0,"1,000+",0,Everyone,20-Oct-18
88382,Evolution,GAME,SIMULATION,3.935975313,9059.0,"1,000,000+",0,Everyone,28-Sep-18
88383,Overdrive Premium,GAME,ACTION,4.125,1264.0,"100,000+",$1.99 ,Everyone 10+,13-Mar-19
88390,Nationale Bijbelquiz,GAME,EDUCATIONAL,3.039999962,75.0,"10,000+",0,Everyone,17-Dec-18
88411,Color Game MPI,GAME,PUZZLE,3.714285612,35.0,"1,000+",0,Everyone,10-Oct-18
88412,PhotonLab Quiz,GAME,TRIVIA,4.375,8.0,100+,0,Everyone,15-Feb-18
