App Name,Category,Sub Category,Rating,Reviews,Installs,Price,Content Rating,Last Updated
Hook,GAME,PUZZLE,4.596639156,27494.0,"500,000+",0.99 ,Everyone,21-Sep-18
PUSH,GAME,PUZZLE,4.485406876,651.0,"100,000+",0.99 ,Everyone,24-Sep-18
Racing in City - Car Driving,GAME,RACING,4.332093716,40877.0,"1,000,000+",0,Everyone,20-Jul-18
Moto Racing Club - Highway Rider,GAME,RACING,4.325325489,999.0,"100,000+",0,Everyone,26-Jul-17
Bug Heroes 2,GAME,ACTION,4.315030098,5682.0,"10,000+",1.99 ,Everyone,23-Dec-14
N.Y.Zombies 2,GAME,ACTION,4.069273949,895.0,"5,000+",0.99 ,Mature 17+,1-Jul-15
Test: Does your crush like you,GAME,TRIVIA,3.34300518,965.0,"10,000+",0,Everyone,19-Oct-17
Which of four elements are you,GAME,TRIVIA,4.493834496,15489.0,"500,000+",0,Everyone,29-Oct-18
Test: Angel or Devil,GAME,TRIVIA,4.170933723,13280.0,"500,000+",0,Everyone,29-Oct-18
Who will you marry,GAME,TRIVIA,3.982394457,284.0,"10,000+",0,Everyone,29-Oct-18
What do you see first - personality test,GAME,TRIVIA,4.164037704,317.0,"10,000+",0,Everyone,29-Oct-18
Bug Smasher (Squash Game),GAME,ARCADE,3.971428633,35.0,"5,000+",0,Everyone,11-Jul-17
Save Granny,GAME,SIMULATION,3.705882311,17.0,"5,000+",0,Everyone,23-Nov-18
Virtual Office Life Simulator,GAME,SIMULATION,3.333333254,9.0,"5,000+",0,Everyone,5-Dec-18
San Andreas Monster Hero,GAME,SIMULATION,3.796034098,353.0,"100,000+",0,Everyone,25-Feb-19
Orbit Dash,GAME,ARCADE,4.461538315,13.0,"1,000+",0,Everyone,12-Feb-15
Fowlst,GAME,ARCADE,4.798816681,169.0,"5,000+",0.99 ,Teen,27-Oct-17
Cat Puncher,GAME,ARCADE,4.388888836,18.0,"1,000+",0,Everyone,19-Mar-17
Poke a Mango,GAME,ARCADE,4.671717167,198.0,"10,000+",0,Everyone 10+,18-Mar-17
Shuffle Islands,GAME,PUZZLE,3.982758522,58.0,"1,000+",0,Everyone,19-Mar-17
PGA TOUR Fantasy Golf,GAME,SPORTS,3.533742428,326.0,"50,000+",0,Everyone,14-Feb-19
100 PICS Word Search Puzzles,GAME,WORD,4.158678055,6384.0,"100,000+",0,Everyone,14-Feb-17
100 PICS Crosswords Game - Daily Crossword Games,GAME,WORD,4.5859375,128.0,"10,000+",0,Everyone,10-Dec-18
100 PICS Jigsaw Puzzles Game,GAME,PUZZLE,4.09335947,13357.0,"1,000,000+",0,Everyone,7-Mar-19
Word Nerd - hidden words game,GAME,WORD,4.123857021,3609.0,"100,000+",0,Everyone,30-Oct-16
100 PICS Coloring,GAME,PUZZLE,4.429843903,6849.0,"100,000+",0,Everyone,26-Nov-17
???? ?? ???????,GAME,ARCADE,4.181818008,11.0,100+,0,Everyone,7-Jan-16
Kids puzzles 3 and 4 years old,GAME,EDUCATIONAL,4.622027397,799.0,"100,000+",0,Everyone,23-Oct-18
Baby games for 2 to 4 year olds,GAME,EDUCATIONAL,4.365156651,1854.0,"500,000+",0,Everyone,12-Dec-18
Learn Vehicles for Kids - Transport for Toddlers,GAME,EDUCATIONAL,4.338889122,720.0,"1,000,000+",0,Everyone,25-Mar-19
Infinite Temple,GAME,ARCADE,4.244230747,520.0,"50,000+",0,Everyone,27-Oct-17
Infinite Train,GAME,ARCADE,4.442406654,12215.0,"1,000,000+",0,Everyone,16-Nov-18
"MAD RUNNER : parkour, funny, hard!",GAME,ADVENTURE,4.335052013,13965.0,"1,000,000+",0,Everyone,13-Feb-19
Open Puzzle Box,GAME,PUZZLE,4.256544113,68421.0,"1,000,000+",0,Everyone,4-Aug-18
The World 3: Rise of Demon,GAME,ACTION,4.429459572,50822.0,"1,000,000+",0,Teen,28-Jun-17
Iron Mission,GAME,ARCADE,3.995884657,486.0,"50,000+",0,Everyone,3-Jun-16
Indy Cat Match 3,GAME,PUZZLE,4.769524574,290387.0,"5,000,000+",0,Everyone,14-Mar-19
Pioneer Lands,GAME,PUZZLE,3.388888836,18.0,100+,2.99 ,Everyone,16-Jun-16
Asphalt Xtreme: Rally Racing,GAME,RACING,4.482598782,602235.0,"10,000,000+",0,Everyone,7-Dec-18
Brick puzzle master : Ball Vader2,GAME,ARCADE,4.386631489,1526.0,"100,000+",0,Everyone,20-Mar-19
Power Painter,GAME,SIMULATION,4.157618999,22326.0,"1,000,000+",0,Everyone,19-Mar-19
Chase?raft,GAME,ACTION,4.719196796,10705.0,"500,000+",0,Everyone,5-Mar-19
AE Spider Solitaire,GAME,CARD,4.513744354,17789.0,"500,000+",0,Everyone,7-Jun-17
AE Coin Mania : Arcade Fun,GAME,CASINO,4.303082466,30335.0,"1,000,000+",0,Teen,8-Feb-18
AE Lucky Fishing,GAME,ARCADE,4.275566578,18667.0,"1,000,000+",0,Teen,14-Mar-16
AE Basketball,GAME,SPORTS,3.98668313,8110.0,"1,000,000+",0,Everyone,20-Nov-13
AE Gun Ball: arcade ball games,GAME,ARCADE,3.752610922,8618.0,"1,000,000+",0,Everyone,13-Dec-13
City Car Parking,GAME,SIMULATION,3.76981616,1577.0,"100,000+",0,Everyone,24-Mar-19
Real Car Simulator,GAME,SIMULATION,3.609745502,4638.0,"1,000,000+",0,Everyone,5-Feb-19
Online Car Game,GAME,SIMULATION,3.999339342,15136.0,"1,000,000+",0,Everyone,15-Jan-19
Racing in Car,GAME,RACING,4.408274174,1281370.0,"50,000,000+",0,Everyone,22-Nov-16
Fast Car Parking,GAME,SIMULATION,3.995520592,4688.0,"1,000,000+",0,Everyone,28-Jan-19
City Island 5 - Tycoon Building Simulation Offline,GAME,SIMULATION,4.585787296,10765.0,"100,000+",0,Everyone,29-Mar-19
FootRock 2,GAME,ACTION,4.713784218,46140.0,"1,000,000+",0,Teen,10-Oct-18
??? 2019(???? ???) : ?? ?? ??,GAME,CARD,4.295674324,5063.0,"100,000+",0,Teen,26-Mar-19
???2018(?? ???) : ??? ??? ?? ??,GAME,CARD,4.511811256,635.0,"10,000+",0,Teen,22-Jan-19
Go-Stop Play,GAME,CARD,4.135725498,1282.0,"100,000+",0,Teen,28-Mar-19
Mini Ninja,GAME,ACTION,4.444444656,18.0,"1,000+",0,Teen,8-Mar-19
Up and Rise,GAME,ARCADE,3.730000019,100.0,"5,000+",0,Everyone,4-Aug-16
Mermaid Evolution - Create mutant mermaids,GAME,CASUAL,4.670578003,3409.0,"100,000+",0,Everyone,11-Oct-18
Alpaca World HD+,GAME,SIMULATION,4.625068188,44008.0,"1,000,000+",0,Everyone,28-Mar-18
Grow Survivor - Dead Survival,GAME,ACTION,3.981357574,2092.0,"100,000+",0,Teen,17-Mar-19
Matchland Quest,GAME,PUZZLE,4.605433464,5411.0,"100,000+",0,Everyone,26-Feb-19
"Seaport - Explore, Collect & Trade",GAME,SIMULATION,4.475800514,109279.0,"5,000,000+",0,Everyone,1-Apr-19
Tongits Plus,GAME,CARD,4.479757786,3137.0,"100,000+",0,Teen,2-Apr-19
Titan Jigsaw Puzzles 2,GAME,PUZZLE,4.606523991,1962.0,"100,000+",0,Everyone 10+,15-Mar-19
Landscape Jigsaw puzzles 4In 1,GAME,PUZZLE,4.294438362,42576.0,"1,000,000+",0,Everyone 10+,13-Feb-19
Farm Frenzy: Time management game,GAME,CASUAL,4.317346573,6422.0,"100,000+",1.99 ,Everyone,29-Oct-18
Battle Gems (AdventureQuest),GAME,PUZZLE,4.374987125,48599.0,"500,000+",0,Everyone 10+,31-Mar-18
AdventureQuest Dragons,GAME,CASUAL,3.862700701,10153.0,"100,000+",0,Everyone,30-Aug-18
Piano CCB,GAME,ARCADE,4.572222233,1980.0,"50,000+",0,Everyone,1-Apr-19
? Infinity Loop,GAME,PUZZLE,4.617762566,525961.0,"10,000,000+",0,Everyone,25-Mar-19
Flow Free: Warps,GAME,PUZZLE,4.593047619,10903.0,"1,000,000+",0,Everyone,15-Dec-18
Find The Differences - Detective Story,GAME,PUZZLE,4.288000107,125.0,"10,000+",0,Everyone,3-Apr-19
Car Racing,GAME,RACING,4.254917145,20795.0,"5,000,000+",0,Everyone,21-Jun-18
Galaxy Striker,GAME,ARCADE,4.403292179,243.0,"50,000+",0,Everyone 10+,22-Feb-19
Jewel World - Jewelry Candy Puzzles,GAME,PUZZLE,4.551095009,274.0,"100,000+",0,Everyone,22-Feb-19
Jewel Castle - Mystery Adventure,GAME,PUZZLE,4.701823711,2029.0,"100,000+",0,Everyone,19-Mar-19
Bubble Pops!,GAME,PUZZLE,5,7.0,"1,000+",0,Everyone,16-Jan-19
Drop & Pop!,GAME,PUZZLE,4.522387981,67.0,"10,000+",0,Everyone,16-Jan-19
Gravity Pops!,GAME,BOARD,2.734627724,618.0,"100,000+",0,Everyone,20-Mar-19
Color Sprint!,GAME,CASUAL,5,2.0,10+,0,Everyone,15-May-18
Hell jumper,GAME,ARCADE,4,47.0,"1,000+",0,Teen,13-Oct-16
Mini football,GAME,SPORTS,4.555555344,9.0,100+,0,Everyone,11-May-18
Bugsmash,GAME,ARCADE,4.264705658,68.0,"5,000+",0,Teen,25-Sep-16
My Museum Story: Mystery Match,GAME,PUZZLE,4.514861107,32333.0,"1,000,000+",0,Everyone,13-Mar-19
Gruffalo: Puzzles,GAME,EDUCATIONAL,5,1.0,"1,000+",3.99 ,Everyone,20-Feb-17
Stick Man: Helping Santa,GAME,CASUAL,3.333333254,3.0,"1,000+",1.49 ,Everyone,23-Mar-16
Room on the Broom: Flying,GAME,EDUCATIONAL,3.857142925,7.0,"1,000+",0.99 ,Everyone,25-May-16
Gruffalo: Games,GAME,EDUCATIONAL,3.595375776,173.0,"10,000+",3.99 ,Everyone,1-Feb-19
Fill-In Crosswords,GAME,WORD,4.590211391,5864.0,"500,000+",0,Teen,2-Mar-19
Word Search,GAME,WORD,4.66191721,772.0,"100,000+",0,Everyone,15-Mar-19
"Colors for Kids, Toddlers, Babies - Learning Game",GAME,EDUCATIONAL,3.838252068,31648.0,"10,000,000+",0,Everyone,1-Mar-19
BeatEVO YG,GAME,MUSIC,4.319265366,43954.0,"1,000,000+",0,Mature 17+,22-Dec-17
Gemini,GAME,CASUAL,4.386363506,88.0,"1,000+",2.99 ,Everyone,25-Aug-17
To the Moon,GAME,ROLE_PLAYING,4.547813416,2081.0,"10,000+",4.99 ,Everyone,7-Jan-19
Super Penguins,GAME,ACTION,4.325379848,242366.0,"10,000,000+",0,Everyone,19-Mar-18
Fill Up Water: do better?,GAME,CASUAL,4.399553776,6720.0,"500,000+",0,Everyone,23-Mar-19
Onet Connect 2015,GAME,CASUAL,4.099379063,1932.0,"100,000+",0,Everyone,19-Feb-19
Paper Folding Origami,GAME,PUZZLE,4.149604321,13275.0,"500,000+",0,Everyone,19-Feb-19
Bounce Ball,GAME,ARCADE,4.215986252,2352.0,"500,000+",0,Everyone,23-Nov-18
Block Puzzle Classic,GAME,PUZZLE,3.88340807,446.0,"100,000+",0,Everyone,20-Feb-19
Mahjong King,GAME,PUZZLE,4.527192593,180270.0,"10,000,000+",0,Everyone,13-Mar-19
Tangled Don't Cross the Line,GAME,PUZZLE,3.90625,128.0,"10,000+",0,Everyone,20-Feb-19
Asso Piglia Tutto Dal Negro,GAME,CARD,4.228650093,363.0,"50,000+",0,Everyone,21-Jan-19
Pmang Gostop with BAND,GAME,CARD,4.136852264,13584.0,"1,000,000+",0,Teen,25-Mar-19
?? ??,GAME,CARD,4.314731121,99844.0,"1,000,000+",0,Teen,25-Mar-19
???2019(?? ???): ?? ?? ??? ??,GAME,CARD,4.70256567,3352.0,"100,000+",0,Teen,22-Jan-19
Mystic Gems :  Magic Jewels Match3,GAME,PUZZLE,4.648401737,657.0,"10,000+",0,Everyone,13-Jul-18
World Connect: Matching and Merging,GAME,PUZZLE,4.463125706,2278.0,"100,000+",0,Everyone,20-Apr-18
PBA� Bowling Challenge,GAME,SPORTS,4.33180666,251312.0,"10,000,000+",0,Everyone,27-Mar-19
Aces� Spades,GAME,CARD,4.389280319,37595.0,"1,000,000+",0,Everyone,7-Mar-19
Let's Fish: Sport Fishing Games. Fishing Simulator,GAME,SIMULATION,4.442893505,670789.0,"10,000,000+",0,Everyone,20-Mar-19
Ace Fishing: Wild Catch,GAME,SPORTS,4.345522881,1353933.0,"10,000,000+",0,Teen,31-Jan-19
Fishing Clash: Catching Fish Game. Bass Hunting 3D,GAME,SIMULATION,4.757462978,524967.0,"10,000,000+",0,Everyone,21-Mar-19
Monster Fishing 2019,GAME,SPORTS,4.442678928,74135.0,"5,000,000+",0,Everyone,28-Mar-19
Bed Wars,GAME,ADVENTURE,4.428736687,115122.0,"5,000,000+",0,Teen,1-Mar-19
Word Gallery: Free Crossword Brain Puzzle Games,GAME,WORD,4.751898766,790.0,"50,000+",0,Everyone 10+,8-Nov-18
Soccer Pucks,GAME,SPORTS,4.705882549,17.0,100+,0,Everyone,14-Mar-19
Language Learning Flashcards: ENGLISH LINDUO,GAME,EDUCATIONAL,4.802131653,6474.0,"100,000+",0,Everyone,2-Apr-19
Real Charango - Charango Sim,GAME,MUSIC,4.33062315,369.0,"100,000+",0,Everyone,17-Nov-18
Real Banjo - Banjo Simulator,GAME,MUSIC,4.221461296,438.0,"100,000+",0,Everyone,17-Nov-18
Real Ukulele - Ukulele Sim,GAME,MUSIC,3.984974861,599.0,"100,000+",0,Everyone,17-Nov-18
Call for War - Sniper Duty WW2 Battleground,GAME,ACTION,3.980556488,6686.0,"1,000,000+",0,Teen,9-Nov-18
Army Sniper 2018 : Best Shooting Games,GAME,ACTION,4.170912743,3768.0,"1,000,000+",0,Teen,29-Nov-18
Classic Labyrinth Maze 3d 2 - More Mazes,GAME,PUZZLE,4.613410473,1208.0,"100,000+",0,Everyone,19-Jun-18
Tappy Soccer Challenge,GAME,ACTION,3.483333349,60.0,"10,000+",0,Everyone,14-Mar-17
Tiny Pixel Farm - Simple Farm Game,GAME,SIMULATION,4.621251583,23443.0,"1,000,000+",0,Everyone,14-Mar-19
Rummy PRO - Remi Pe Tabla,GAME,BOARD,4.512207031,26870.0,"1,000,000+",0,Everyone,23-Jan-19
Poker Trophy - Online Texas Holdem Poker,GAME,CARD,4.005333424,375.0,"10,000+",0,Teen,8-Nov-18
Rummy Club,GAME,BOARD,4.797003269,6207.0,"100,000+",0,Teen,2-Dec-18
UNKILLED - Zombie FPS Shooting Game,GAME,ACTION,4.498144627,602014.0,"10,000,000+",0,Teen,20-Mar-19
Hey Duggee: The Spooky Badge,GAME,CASUAL,4.159663677,119.0,"100,000+",0,Everyone,31-Oct-18
Hey Duggee: The Tinsel Badge,GAME,EDUCATIONAL,4.187719345,1140.0,"500,000+",0,Everyone,11-May-18
Flowerpop Adventures,GAME,CASUAL,3.905678034,3223.0,"100,000+",0,Everyone,4-Dec-15
Fastlane: Road to Revenge,GAME,ACTION,4.707188129,534510.0,"10,000,000+",0,Everyone,19-Feb-19
Family Guy Pinball,GAME,ARCADE,4.431064606,573.0,"10,000+",1.99 ,Everyone 10+,24-Nov-15
Aliens vs. Pinball,GAME,SIMULATION,4.265474319,29694.0,"1,000,000+",0,Teen,6-Jun-18
Zen Pinball,GAME,ARCADE,4.117172718,93136.0,"5,000,000+",0,Everyone 10+,10-Sep-18
Logo Quiz,GAME,TRIVIA,4.397525787,2991.0,"500,000+",0,Everyone,26-Feb-19
Guess the Pic: Trivia Quiz,GAME,TRIVIA,4.317499161,7389.0,"500,000+",0,Everyone 10+,1-Apr-19
Stack & Crack,GAME,PUZZLE,4.375,136.0,"10,000+",0,Everyone,22-Mar-19
Hidden Object Fantasy Voyage,GAME,PUZZLE,4.381377697,2352.0,"100,000+",0,Teen,21-Sep-16
Train Simulator PRO 2018,GAME,SIMULATION,3.818181753,891.0,"10,000+",5.49 ,Everyone,18-Oct-17
Truck Simulator PRO 2,GAME,SIMULATION,3.784355164,1892.0,"10,000+",5.49 ,Everyone,6-Apr-17
Barnyard Games For Kids Free,GAME,EDUCATIONAL,3.921886683,10600.0,"1,000,000+",0,Everyone,15-Jan-19
Preschool and Kindergarten Learning Games,GAME,EDUCATIONAL,3.99992156,25534.0,"1,000,000+",0,Everyone,15-Jan-19
Mahjong,GAME,BOARD,4.609290123,8482.0,"1,000,000+",0,Everyone,8-Dec-18
B?n Tr?ng Kh?ng Long,GAME,ARCADE,4.00355196,27310.0,"5,000,000+",0,Everyone,22-Sep-18
Tien Len - Thirteen - Dem La,GAME,CARD,4.316085339,11035.0,"1,000,000+",0,Teen,17-Jul-17
DOKDO,GAME,SIMULATION,4.541951656,172211.0,"5,000,000+",0,Everyone 10+,6-Sep-18
Sick Bricks,GAME,ACTION,3.948379278,14161.0,"1,000,000+",0,Everyone 10+,23-Nov-16
Tech Deck Skateboarding,GAME,ACTION,4.008760452,87781.0,"1,000,000+",0,Everyone,18-Jan-18
Pipe - logic puzzles,GAME,PUZZLE,4.442825317,3157.0,"100,000+",0,Everyone,31-Jan-18
Physics - Logic Puzzles,GAME,PUZZLE,4.362500191,80.0,"10,000+",0,Everyone,22-Sep-17
Logic games,GAME,PUZZLE,3.715960264,10664.0,"1,000,000+",0,Everyone,31-Jan-18
Blackjack Legends: 21 Online Multiplayer Casino,GAME,CARD,4.580662727,7333.0,"100,000+",0,Teen,22-May-18
Ultimate Backgammon: Classic Dice & Board Game,GAME,BOARD,4.333958626,533.0,"10,000+",0,Everyone,30-Mar-19
Cribbage Classic,GAME,CARD,4.575032234,67784.0,"1,000,000+",0,Everyone,16-Feb-19
Let's Create! Pottery Lite,GAME,CASUAL,4.423263073,696609.0,"10,000,000+",0,Everyone,1-Dec-17
Chess By Post Free,GAME,PUZZLE,4.363037109,3187.0,"100,000+",0,Everyone,22-Aug-18
Words By Post Free,GAME,PUZZLE,4.147398949,2076.0,"100,000+",0,Everyone,22-Aug-18
Spades Card Classic,GAME,CARD,4.389387608,1225.0,"10,000+",0,Everyone,19-Oct-18
Cribbage Pegboard,GAME,CARD,4.566820145,217.0,"10,000+",0,Everyone,14-Mar-17
Dragons: Titan Uprising,GAME,PUZZLE,4.371112347,40322.0,"1,000,000+",0,Everyone,13-Mar-19
What's Your Story?� ft Riverdale,GAME,ROLE_PLAYING,4.123587608,50628.0,"1,000,000+",0,Teen,14-Mar-19
Jurassic World Alive,GAME,ADVENTURE,4.33627224,362168.0,"5,000,000+",0,Everyone 10+,4-Mar-19
Dino Factory,GAME,SIMULATION,4.546594143,28963.0,"1,000,000+",0,Everyone 10+,3-Apr-19
Jurassic World�: The Game,GAME,SIMULATION,4.261250973,1265309.0,"10,000,000+",0,Everyone 10+,12-Mar-19
Tap! Captain Star,GAME,ADVENTURE,4.398425102,635.0,"10,000+",0,Everyone,28-Feb-19
Car Escape,GAME,PUZZLE,4.851351261,444.0,"10,000+",0,Everyone,8-Jan-19
Gold Train FRVR - Best Railroad Connection Game,GAME,PUZZLE,4.324999809,200.0,"100,000+",0,Everyone,22-Nov-18
Werewolf Online,GAME,ROLE_PLAYING,4.595423222,91854.0,"1,000,000+",0,Everyone,31-Mar-19
Undercover ^^ - Role playing word party game,GAME,WORD,4.825523376,1003.0,"100,000+",0,Everyone,2-Apr-19
World Cricket Championship 2 - WCC2,GAME,SPORTS,4.60235548,2193648.0,"10,000,000+",0,Everyone,23-Mar-19
Angel Fish: VIP,GAME,ADVENTURE,4.480379105,1478.0,"50,000+",0.99 ,Teen,14-Mar-19
Alien: Blackout,GAME,ADVENTURE,4.04970026,1167.0,"10,000+",4.99 ,Teen,21-Mar-19
Word Search,GAME,WORD,4.352287292,2339.0,"100,000+",0,Mature 17+,28-Sep-18
Word Search,GAME,WORD,4.511135101,1841.0,"100,000+",0,Everyone,21-May-18
Archery Elite�,GAME,SPORTS,4.531518936,35455.0,"1,000,000+",0,Everyone,25-Mar-19
SpinTree - Relax and meditate with trees,GAME,ARCADE,4.406538963,10705.0,"1,000,000+",0,Everyone,11-Feb-17
Final Heroes,GAME,ROLE_PLAYING,4.483202934,25540.0,"500,000+",0,Teen,14-Mar-19
Brain Games,GAME,PUZZLE,4.131904602,58656.0,"5,000,000+",0,Everyone,25-Feb-19
Brain Exercise Games - IQ test,GAME,EDUCATIONAL,4.392707348,2386.0,"500,000+",0,Everyone,19-Dec-18
Racing Limits,GAME,RACING,4.507158279,115112.0,"10,000,000+",0,Everyone,20-Nov-18
Genies & Gems - Jewel & Gem Matching Adventure,GAME,PUZZLE,4.54349947,313936.0,"10,000,000+",0,Everyone,14-Mar-19
Sugar Smash: Book of Life - Free Match 3 Games.,GAME,PUZZLE,4.470430851,298403.0,"10,000,000+",0,Everyone,19-Mar-19
Helix Hurdle,GAME,ACTION,5,39.0,100+,0,Everyone,16-Nov-18
Tetra Classic,GAME,PUZZLE,4.138777733,1996.0,"500,000+",0,Everyone,2-Apr-19
Word Search,GAME,PUZZLE,4.373831749,214.0,"10,000+",0,Everyone,1-Apr-18
My Pocket Galaxy - 3D Gravity Sandbox,GAME,SIMULATION,4.646524906,7712.0,"10,000+",2.49 ,Everyone,19-Oct-18
Sudoku Quest,GAME,PUZZLE,4.529734135,34842.0,"1,000,000+",0,Everyone,2-Mar-19
Road Trip FRVR - Connect the Way of the Car Puzzle,GAME,PUZZLE,4.771929741,57.0,"10,000+",0,Everyone,29-Nov-18
Basketball FRVR - Shoot the Hoop and Slam Dunk!,GAME,SPORTS,4.474009037,5021.0,"500,000+",0,Everyone,18-Feb-19
Quizduel Business,GAME,EDUCATIONAL,2.870967627,62.0,"10,000+",0,Everyone,21-Sep-17
QuizClash� PREMIUM,GAME,TRIVIA,4.243849277,91130.0,"1,000,000+",8.99 ,Everyone,1-Apr-19
Bomb Defuse (Realistic),GAME,PUZZLE,3.726109743,1329.0,"500,000+",0,Teen,22-May-17
Color by Numbers - Animals,GAME,EDUCATIONAL,4.182186127,494.0,"50,000+",0,Everyone,22-Jun-18
Dango Stack Jump,GAME,ACTION,4.428571224,7.0,500+,0,Everyone,24-Apr-18
Jigsaw Puzzle Game -KITINTO-,GAME,PUZZLE,4.285656929,2489.0,"500,000+",0,Everyone,10-Jan-19
The Best Brain Training,GAME,PUZZLE,4.392366886,24630.0,"1,000,000+",0,Everyone,25-Feb-19
Star Memory ~Brain Training~,GAME,PUZZLE,4.053846359,260.0,"50,000+",0,Teen,3-Aug-18
Mr.IQ(IQ TEST 33 Questions),GAME,PUZZLE,3.486111164,72.0,"10,000+",0,Teen,19-Sep-18
Septica 3D,GAME,CARD,3.994835377,1549.0,"100,000+",0,Everyone,7-Jan-18
Color Tower Builder 3D,GAME,ARCADE,4,14.0,"5,000+",0,Everyone,25-Jan-18
Swipe Basketball,GAME,SPORTS,4.088235378,34.0,"10,000+",0,Everyone,24-Oct-18
Classic Bowling Game Free,GAME,SPORTS,3.724138021,87.0,"10,000+",0,Everyone,26-Oct-18
Pocket Estimation,GAME,CARD,4.662525177,23421.0,"500,000+",0,Teen,26-Jan-19
Ho?kin HD - ?nternetsiz,GAME,CARD,4.519608021,714.0,"10,000+",0,Everyone,6-Feb-19
Giant Boulder of Death,GAME,ARCADE,4.292010784,266860.0,"5,000,000+",0,Everyone 10+,3-Jan-17
Flick Kick Field Goal,GAME,SPORTS,4.30134058,1865.0,"50,000+",1.99 ,Everyone,28-May-15
Mahjong Journey: A Tile Match Adventure Quest,GAME,PUZZLE,4.52751112,235559.0,"1,000,000+",0,Everyone,25-Mar-19
Blackjack 21,GAME,CARD,4.831947327,126401.0,"1,000,000+",0,Teen,5-Jun-18
Poker World - Offline Texas Holdem,GAME,CARD,4.032534122,584.0,"1,000,000+",0,Teen,14-Mar-19
Mazes & More,GAME,PUZZLE,4.572786808,413358.0,"10,000,000+",0,Everyone,16-Feb-19
Slides & Ladders: Family Game,GAME,BOARD,4.033333302,30.0,500+,1.99 ,Everyone,10-Mar-14
Stack,GAME,ARCADE,4.374287605,408659.0,"50,000,000+",0,Everyone,3-Oct-18
QUIZ PLANET - Game Of Thrones!,GAME,TRIVIA,4.124378204,201.0,"10,000+",0,Everyone,28-Mar-19
The Piece - Art Block puzzle game!,GAME,PUZZLE,4.428571224,140.0,"10,000+",0,Everyone,1-Feb-19
Sword Fantasy Online - Anime MMO Action RPG,GAME,ROLE_PLAYING,4.73761797,5290.0,"100,000+",0,Everyone 10+,3-Apr-19
Destiny Knights,GAME,ROLE_PLAYING,4.379464626,58290.0,"1,000,000+",0,Teen,20-Mar-19
Justice League Action Run,GAME,ACTION,4.321909428,25560.0,"1,000,000+",0,Everyone 10+,20-Mar-19
Weapon stripping NoAds,GAME,SIMULATION,4.889999866,200.0,"5,000+",2.99 ,Everyone,23-Mar-19
AK-74 stripping,GAME,SIMULATION,4.080802441,14257.0,"1,000,000+",0,Everyone,24-Jan-19
MONZO - Digital Model Builder,GAME,SIMULATION,4.195950031,203118.0,"5,000,000+",0,Everyone,6-Sep-18
Weapon stripping Lite,GAME,SIMULATION,4.392340183,2141.0,"100,000+",0,Everyone,23-Sep-17
TT stripping,GAME,SIMULATION,4.377336502,2568.0,"100,000+",0,Everyone,19-Sep-18
PKM stripping,GAME,SIMULATION,4.108560085,4965.0,"500,000+",0,Everyone,19-Sep-18
New Jigsaw Puzzles HD,GAME,PUZZLE,4.454545498,11.0,"1,000+",0,Everyone,10-Aug-18
Alliance: Heroes of the Spire,GAME,ROLE_PLAYING,4.433622837,17054.0,"500,000+",0,Everyone 10+,2-Apr-19
CatHotel - Hotel for cute cats,GAME,SIMULATION,4.580002308,79010.0,"1,000,000+",0,Everyone,21-Feb-19
Scopa Pi�,GAME,CARD,4.029965401,15084.0,"500,000+",0,Teen,14-Sep-18
Hidden Object,GAME,PUZZLE,4.045321465,56287.0,"5,000,000+",0,Everyone,22-Feb-19
Math Attacks,GAME,EDUCATIONAL,5,7.0,100+,0,Everyone,10-Mar-17
KIDS match'em Pro,GAME,PUZZLE,4.645833492,96.0,"1,000+",2.49 ,Everyone,2-Jul-13
??????? - ???? ????? ????,GAME,WORD,4.721910954,15175.0,"100,000+",0,Everyone,16-Oct-18
????? ?? ???? ???????,GAME,EDUCATIONAL,4.339622498,477.0,"100,000+",0,Everyone,25-Jul-18
Spider Solitaire,GAME,CARD,4.428310394,294749.0,"10,000,000+",0,Everyone,21-May-18
Spider Solitaire,GAME,CARD,4.42607832,2063.0,"500,000+",0,Everyone,12-Feb-19
Magnetic balls: glowing neon HD,GAME,ARCADE,4.52834034,13179.0,"500,000+",0,Everyone,27-Feb-19
Offline Bubbles,GAME,ARCADE,4.456113338,11017.0,"500,000+",0,Everyone,31-Mar-19
Slime Road,GAME,ACTION,4.306206703,10408.0,"5,000,000+",0,Everyone,25-Feb-19
Adventure Escape: Allied Spies,GAME,ADVENTURE,4.603044987,31525.0,"500,000+",0,Teen,21-Feb-18
Word Search,GAME,WORD,4.138627052,5302.0,"500,000+",0,Everyone,4-Feb-19
BurhaniSports,GAME,SPORTS,4.4375,16.0,"1,000+",0,Everyone,7-Feb-19
LetterSchool - Escribir el ABC,GAME,EDUCATIONAL,4.271605015,81.0,"10,000+",0,Everyone,18-Jan-19
NYTimes - Crossword,GAME,PUZZLE,3.75908041,2175.0,"1,000,000+",0,Everyone,28-Jan-19
Mobile Kick,GAME,SPORTS,4.318274498,121436.0,"10,000,000+",0,Everyone,10-Feb-19
Heli Clash Battle Royale,GAME,ACTION,4.583333492,12.0,100+,0,Everyone,24-Mar-19
Prison Simulator,GAME,SIMULATION,4.153977394,26361.0,"1,000,000+",0,Everyone 10+,2-Oct-17
The Wolf Among Us,GAME,ADVENTURE,4.379496098,216935.0,"1,000,000+",0,Mature 17+,21-May-18
